Date,Text,Favourites,Retweet,User,Sentiment,Sentiment Class
02/Nov/2019,will never stand and support this crook Always remember his insult devotee May Bhagw,0.0,0.0,iVimalNair,-1,Negative
02/Nov/2019,neo judiciary and neo ruler let down SADHU and SAADHAK will will pro,0.0,0.0,Patriotofbharat,0,Neutral
02/Nov/2019,Why there news about Karma Samithi young woman planning defile holy temple again,0.0,0.0,ShashiGangadhar,0,Neutral
02/Oct/2019,Please understand that there gender discrim,0.0,0.0,ur_vishnu,1,Positive
02/Oct/2019,Why people comment issue which they have idea about This country full diversity try understand,0.0,0.0,Dileeplive,0,Neutral
02/Oct/2019,Save Tradition question the devaswam board President Watch the link,0.0,0.0,leenamannarkad,1,Positive
02/Oct/2019,RamMandir hinducharter savesabarimalatradition,1.0,0.0,sadanjan,0,Neutral
02/Oct/2019,when anti Hindu using Kerala Govt TDB and Higher Judiciary only way for Hindus make central Govt,0.0,0.0,sadanjan,-1,Negative
02/Oct/2019,Pray Mother grant sakthi fight for Dharma savesabarimalatradition,5.0,1.0,sadanjan,1,Positive
02/Oct/2019,Dharma survived only Sacrifice,2.0,1.0,sadanjan,1,Positive
02/Oct/2019,Pick the Day TDB Padmakumar sabarimalareview sabarimalacase,0.0,0.0,pennewstweet,0,Neutral
02/Sep/2019,Pick the Day TDB Padmakumar sabarimalareview sabarimalacase,0.0,0.0,pennewstweet,0,Neutral
02/Sep/2019,ha abdi,1.0,1.0,SaveSabrimala,0,Neutral
02/Sep/2019,Pray show action,1.0,1.0,sadanjan,1,Positive
02/Sep/2019,never the post Independent India and even under British India Police gaining entry inside holy place this,1.0,0.0,IndusSpirit,1,Positive
02/Sep/2019,Kerala police impose restriction ahead temple opening,0.0,0.0,IndusSpirit,-1,Negative
02/Sep/2019,Pick the Day TDB Padmakumar sabarimalareview sabarimalacase sabarimalatemple,0.0,0.0,pennewstweet,0,Neutral
02/Sep/2019,Ramalingam savesabarimalatradition sir please view,0.0,0.0,ajaycha70678361,1,Positive
02/Aug/2019,Just saw This tweet failed amp saved Tweeting again Glimpse the huge chain volunteer protesting for,2.0,2.0,MohnishGDelhi,-1,Negative
02/Aug/2019,Let the knowledge come from anyone sameway let,3.0,1.0,Patriotofbharat,0,Neutral
02/Aug/2019,these fellow voted commis and congis kerala and lamenting modi for ordnance before,9.0,3.0,sk_6352,-1,Negative
02/Aug/2019,any little shame remain the called Hindu saviour call for leg,0.0,0.0,palakkad_biju,-1,Negative
02/Aug/2019,Save Tradition There would huge protest when open for Kumbha Masa Pooja Situation,27.0,22.0,surnell,1,Positive
02/Aug/2019,Dear Ali Quli Mirza also don forget check VAVAR MOSQUE Facebook show support for entry woman,2.0,2.0,anusha_r1,1,Positive
02/Aug/2019,Rehana Fathima who tried enter temple serf one day jail and pay fine lakh cheque,1.0,0.0,yogeshwarkastur,1,Positive
02/Aug/2019,Varma alleges TDB not with devotee SasikumarVarma TDB Travancoredevaswomboard,0.0,0.0,pennewstweet,-1,Negative
02/Aug/2019,Review Save Tradition Can constitutional morality odds with legality libe,0.0,0.0,bulletmanV,1,Positive
02/Aug/2019,great lesson for the anarchist and vandal hiding under the garb Constitutional morality,1.0,0.0,bulletmanV,1,Positive
02/Aug/2019,Kanakadurga return home but husband and family shift rented house Kanakadurga,0.0,0.0,pennewstweet,0,Neutral
02/Jul/2019,While Kerala Hindus were busy boasting harmony other religion were perfecting their plo,1.0,0.0,exception41,1,Positive
02/Jul/2019,Not prepared get into argument coz Iam also Faithful Hindu woman devo,1.0,0.0,drmcshekhar,-1,Negative
02/Jul/2019,Devaswom turn draw flak protest tomorrow TDB,0.0,0.0,pennewstweet,-1,Negative
02/Jul/2019,Varma alleges TDB not with devotee SasikumarVarma TDB Travancoredevaswomboard,0.0,0.0,pennewstweet,-1,Negative
02/Jul/2019,her core issue Save Tradition tradition She ha every right,0.0,0.0,Patriotofbharat,1,Positive
02/Jul/2019,Please read last few RTs Our temple are not playground for SJWism Hinduism lenient certain aspect,9.0,6.0,YehAccntFakeHai,1,Positive
02/Jul/2019,Why should woman fight for Save Tradition thing never about Equality and they,0.0,0.0,Rwind_13,1,Positive
02/Jul/2019,Kanakadurga return home but husband and family shift rented house Kanakadurga,0.0,0.0,pennewstweet,0,Neutral
02/Jul/2019,Devaswom turn draw flak protest tomorrow TDB,0.0,0.0,pennewstweet,-1,Negative
02/Jul/2019,nPlease follow this link follow court proceeding,1.0,0.0,Hindu108,0,Neutral
02/Jul/2019,These feminazi bitch have threatened enter temple again feb Save,0.0,1.0,Hindu108,-1,Negative
02/Jul/2019,Shameful act Travancore Devaswom Board making turn issue Solving religeous problem with sec,0.0,0.0,menikkara,-1,Negative
02/Jul/2019,Save Tradition Viju Commies amp it mouthpiece not driven out temple functioning seem,0.0,0.0,navin_asti,1,Positive
02/Jul/2019,Varma alleges TDB not with devotee SasikumarVarma TDB Travancoredevaswomboard,0.0,0.0,pennewstweet,-1,Negative
02/Jul/2019,When both Kerala govt amp Devaswom board have breached the mandate,2.0,0.0,bulletmanV,0,Neutral
02/Jul/2019,should ignore responding Political preference amp Hinduism view different always respec,1.0,0.0,Indian_GirishN,-1,Negative
02/Jul/2019,Started with Anjali asking for ordinance,0.0,0.0,JyAnap_PrApthi,0,Neutral
02/Jul/2019,Kanakadurga return home but husband and family shift rented house Kanakadurga,0.0,0.0,pennewstweet,0,Neutral
02/Jul/2019,Another Taliban medium FakeNews presstitues say number woman managed enter loll these,2.0,0.0,sidhu81m,1,Positive
02/Jul/2019,Devaswom Board member are afraid face the public after their turn yesterday They returned halfway afte,5.0,2.0,radhakrishmenon,0,Neutral
02/Jul/2019,Yes don need Devaswom Board which back stab the devotee Devaswom Board Members,0.0,2.0,radhakrishmenon,1,Positive
02/Jul/2019,Totally Agenda Driven News nNeed the hour save our Hindu Temples from Govt Politics and politician,1.0,0.0,krishnasdwar,1,Positive
02/Jul/2019,commis and scamgress join hand bengal pretend fight kerala these two scam party betrayed,1.0,0.0,sk_6352,-1,Negative
02/Jul/2019,Save Tradition There free will this country when come Hindus Devaswom Board being,1.0,0.0,RanjanaPareek3,1,Positive
02/Jul/2019,Kerala Govt stand verdict young woman entry say ground for review,0.0,0.0,pennewstweet,1,Positive
02/Jul/2019,Devaswom bat for woman entry Review,0.0,0.0,pennewstweet,0,Neutral
02/Jul/2019,atheist and Hindu Haters using Kerala,0.0,0.0,sadanjan,-1,Negative
02/Jul/2019,People don even know tradition ritual belief ayaapa sabarimala Save Tradition Wondering,0.0,0.0,Helios579,1,Positive
02/Jul/2019,Save Sabrimala Shattering The Misconceptions Listen this distinguished panel Hindu woman and Adv,3.0,1.0,avatans,1,Positive
02/Jul/2019,The fact that those power chose aided and abetted known fraudster decsqcrating sacred Hindu shrine shou,5.0,2.0,neeraj_p,-1,Negative
02/Jul/2019,Please push legislation insulate ancient Hindu temple from roving enquiry govts and court,0.0,0.0,bulletmanV,1,Positive
02/Jul/2019,Swami Sharanam Why ha become difficult get others evn Hindu judge Devassom board understand need,1.0,0.0,pointponder,-1,Negative
02/Jul/2019,Save Tradition have untweetable description for Padma Kumar and TDB Turn,20.0,12.0,surnell,1,Positive
02/Jul/2019,Swami Sharnam sad that when all true devotee Bhagwan Ayyappa are looking legal help their vow there,0.0,0.0,pointponder,1,Positive
02/Jul/2019,Devasom board need freed from govt control one should appointed who doesn support devotee,0.0,0.0,ranjisvoice,1,Positive
02/Jul/2019,Begani shaadi mein Abdulla Deewana said ppl who think about gender justice are either Idiots,1.0,0.0,baburajvarma,1,Positive
02/Jul/2019,dont mock religion culture amp tradition the name your new found book Constitution that ha borrowed,1.0,0.0,PriyanGMenon,1,Positive
02/Jun/2019,Devaswom bat for woman entry Review,0.0,0.0,pennewstweet,0,Neutral
02/Jun/2019,madam dont let your political inclination fake wellwishers cloud your,6.0,0.0,sk_6352,-1,Negative
02/Jun/2019,Please need nail the anti hindu coffin hard that they won raise again,0.0,0.0,ohmtweets,1,Positive
02/Jun/2019,Congress and BJP are really interested safe guarding tradition sabarimala,0.0,0.0,Patriotofbharat,1,Positive
02/Jun/2019,Spineless Devasom board and anti hindu Save Tradition,0.0,0.0,Chennagee,1,Positive
02/Jun/2019,Save Tradition The way protest carried out against verdict considered protest impotents,0.0,0.0,navin_asti,1,Positive
02/Jun/2019,Respected nPlease,0.0,0.0,GopakumarNair14,1,Positive
02/Jun/2019,man allowed marry wife and doe not allow woman entirely worship alongside them mosque universal,0.0,0.0,AngelusArch,1,Positive
02/Jun/2019,Main role travancore devasom should protect temple and their tradition When they have not done that,0.0,1.0,vineesh1202,1,Positive
02/Jun/2019,THE KOSHER DEEP STATE nHAS FILLED OUR BUREAUCRACY WITH JNU COMMIE BABUS EVERY SECRET GOES THE KOSHER DEEP STATE,0.0,0.0,PrajnanamBrahma,0,Neutral
02/Jun/2019,THE KOSHER DEEP STATE nHAS FILLED OUR MAIN STREAM MEDIA WITH COMMIE ANTI WATAN JOURNALISTS TYPICAL EXAMPLES ARE,0.0,0.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,Can this happen Kerala also Save Tradition,0.0,1.0,vineesh1202,1,Positive
02/Jun/2019,Why should Hindu temple manned some board they serve the purpose Hindus there meaning here the,0.0,0.0,UNinTN,0,Neutral
02/Jun/2019,Need ensure the communist board kicked out New order the dictator that,0.0,0.0,Sk_nairR,1,Positive
02/Jun/2019,not BJP guy but standing TVM will work for your win free and will ensure,0.0,0.0,Sk_nairR,1,Positive
02/Jun/2019,wednesdaythoughts Save Tradition every tradition hindu dharm based pure scientif,9.0,11.0,shrikrushna2911,1,Positive
02/Jun/2019,Would love see tweet from guy review petition today,0.0,0.0,Sk_nairR,1,Positive
02/Jun/2019,WAS THE WHITE INVADER WHO CREATED THAT LIE THAT BLOOD SACRIFICE COMPULSORY TANTRIC TEMPLES Kerala,0.0,0.0,PrajnanamBrahma,1,Positive
02/Jun/2019,BUT WHEN COMES JACOBITE SYRIAN CHRISTIAN VOTES POLITICAL SUPPORT FROM BISHOP JOSEPH MOR GREGORIOUS nCOMM,0.0,0.0,PrajnanamBrahma,1,Positive
02/Jun/2019,LONG SABARIMALA PILGRIMAGE EXISTS FOREIGN FORCES CANNOT CONVERT POOR TRIBALS CHRISTIANITY nANTI,0.0,0.0,PrajnanamBrahma,1,Positive
02/Jun/2019,WANT THE KERALA DEVASWOMBOARD nCONTROLLED RABID ANTI HINDU FORCES MOST ARE ATHEIST COMMIES CHRISTIANS,0.0,1.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,WHY THE ILLEGAL COLLEGIUM JUDICIARY SILENT THE STALIN TYPE RULE PINARAYI VIJAYAN nUSING FEAR THE KEY,0.0,0.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,BANK ACCOUNTS PILGRIMS amp BJP WORKERS ARE BEING FROZEN FALSE CHARGES MORPHED PICTURES FALSE FLAG ATTACKS,0.0,0.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,WANT JUDICIAL INQUIRY INTO WHY POLICE MAGISTRATES JUDGES DISTRICT COLLECTORS nHAVE FORGOTTEN THEIR OATHS,0.0,0.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,THE PEOPLE nWANT ATHEIST COMMIE PINARAYI VIJAYAN KERALA GOVT nTO DISMISSED,0.0,0.0,PrajnanamBrahma,0,Neutral
02/Jun/2019,you think issue about gender equality and not about any hidden agenda Commie Comrats Kera,9.0,6.0,baburajvarma,0,Neutral
02/Jun/2019,Today Police Stations tomorrow will Hindu home Kerala Evil Communist ruler will,0.0,0.0,shinils,-1,Negative
02/Jun/2019,Save Tradition nlaw necessary for protecting the unique Ancient Hindu tradition from judicial tyranny,0.0,0.0,Sreekumarkrish3,1,Positive
02/Jun/2019,news paper Says per existing tradition young woman between age and are banned Also,13.0,6.0,jineesh_blr,-1,Negative
02/Jun/2019,Mam please don compare tantri with Pope grand mufti because unlike the former tantri not,3.0,0.0,prateek20111989,1,Positive
02/Jun/2019,necessary this outrageous Save Tradition Save,2.0,0.0,samskarebyaha,1,Positive
02/Jun/2019,just others too find similarity these two pubic sic figure Padmakumar and Both,2.0,1.0,exception41,0,Neutral
02/Jun/2019,How Downrightly Callous Devaswom Board for doing turn the Supreme Court amp playing POLITICS supporting,51.0,26.0,rose_k01,1,Positive
02/Jun/2019,xbf xbf xbf xbe nDevotees ayyappa must question whether the honourable,0.0,0.0,neeraj_p,1,Positive
02/Jun/2019,all the Hindus Kerala nHow you like this Secular government anti hindu fanatic the Chief Minist,3.0,2.0,MrStarkhere,1,Positive
02/Jun/2019,HINDUISM QUANTUM PHYSICS THERE SUPERSTITION SANATANA DHARMA EXCEPT THE POISON WHIC,2.0,5.0,PrajnanamBrahma,-1,Negative
02/Jun/2019,all the Hindus Kerala nHow you like this Secular government anti hindu fanatic the Chief Minist,0.0,0.0,hunney_mittal,1,Positive
02/Jun/2019,This spineless ppl charge the devaswom board and the senseless ppl governance need change Save Tradition,0.0,0.0,varunmp,1,Positive
02/Jun/2019,the will dismiss the review petition appears from the attitude judge that can culled out fro,0.0,0.0,hunney_mittal,0,Neutral
02/Jun/2019,When will karma catch with these enemy Hinduism Hope it soon Save Tradition,2.0,0.0,Sundar_Ind,1,Positive
02/Jun/2019,Swamiye Saranam Aiyappa Great Thread Dhanyavad amp Sri Parasaran for arguing behalf all hindu,4.0,2.0,SatishKn1,1,Positive
02/Jun/2019,Official stand Devaswom board Save Tradition,1.0,0.0,shashankb08,1,Positive
02/Jun/2019,Hope Ayyappa Devotees take note the Kerala Government stand Supreme Court Today Commie govt stand against,0.0,0.0,Rajan_ptt,1,Positive
02/Jun/2019,xbe xbe ParivartanSankalpSamavesh Save Tradition All the temple india shou,2.0,2.0,SanskariPatrak1,1,Positive
02/Jun/2019,Venkatraman Advcate presented argument before member bench issue that faith faith amp cannot,10.0,4.0,Thejas25,1,Positive
02/Jun/2019,Save Tradition Collecting Money from Hundi which are offering Bhakthas amp Using Pay Counsel,0.0,1.0,diwakaran_a,1,Positive
02/Jun/2019,The rabid ingenuity the subhumans and their nefarious schema the almost near annihilation systemic immunity,6.0,8.0,TejasOmkara,0,Neutral
02/Jun/2019,time for modi govt bring ordinance Save Tradition,1.0,0.0,baskodigama,1,Positive
02/Jun/2019,expected LeftBetraysHindus Hope for favorable verdict Save Tradition,1.0,9.0,jineesh_blr,1,Positive
02/Jun/2019,Devaswom bat for woman entry Review,1.0,0.0,pennewstweet,0,Neutral
02/Jun/2019,What crass and sick argument Too much Bishop tale Review,10.0,5.0,bulletmanV,-1,Negative
02/Jun/2019,reform nepotic corrupt collegium judiciary bring njac end tyranny the unelected,1.0,1.0,sk_6352,0,Neutral
02/Jun/2019,Hindus Kerala need your mercy Pls save The Supreme Court Judges not,12.0,5.0,rgkpillai,1,Positive
02/Jun/2019,Save Tradition Devaswom Boards are supposed work the interest Devotees and Temple tradition,110.0,76.0,surnell,1,Positive
02/Jun/2019,freetemples the devasthanam board are the major culprit destroying the tradition and practice,2.0,0.0,AdityaMudigond_,-1,Negative
02/Jun/2019,Save Tradition Get lost Devaswom They are supposed Protecting temple tradition and devotee inte,115.0,65.0,surnell,1,Positive
02/Jun/2019,When did issue become caste issue nWhat the intention the Liberals bringing false allega,3.0,3.0,AdityaMudigond_,0,Neutral
02/Jun/2019,clear now nBoth Kerala government and CPM controlled Devaswam board took the same stand young woman entry,30.0,18.0,jineesh_blr,1,Positive
02/Jun/2019,govt take stand against devotee there necessity review earlier verdict,6.0,2.0,radhakrishmenon,1,Positive
02/Jun/2019,SwamiSharanam Our prayer are with the arguing counsel Save Tradition,0.0,0.0,AdityaMudigond_,1,Positive
02/Jun/2019,Travancore Devaswom board providing livelihood several run crore offered devotee take stance against,1.0,2.0,sk_6352,1,Positive
02/Jun/2019,And are milord and lawyer expert our Shastras Save Tradition,8.0,3.0,krithikasivasw,1,Positive
02/Jun/2019,Save Tradition nJudicial overreach repeat JUDICIAL,3.0,0.0,maheshsr93,1,Positive
02/Jun/2019,Save Tradition Hope Kerala especially Ayyappa Devotees take note the Government stand Supreme Cou,99.0,63.0,surnell,1,Positive
02/Jun/2019,Kerala Government opposed review petition and favoured young woman entry the court today Comrades were trying,2.0,5.0,jineesh_blr,1,Positive
02/Jun/2019,Kerala Govt stand verdict young woman entry say ground for review,2.0,2.0,pennewstweet,1,Positive
02/Jun/2019,The secular state attempt cast Hindus Christianity Islam like religion Unity diversity come natura,1.0,3.0,bulletmanV,1,Positive
02/Jun/2019,communist kerala govt stand crystal clear are hellbent against hindu faith temple tradition,3.0,6.0,sk_6352,1,Positive
02/Jun/2019,Why court wasting time hear Atheist govt view when CJI say can hear all the petition,1.0,0.0,Sk_nairR,-1,Negative
02/Jun/2019,advocate for communist govt say sabarimala public place court can interfere any tradition say mat,1.0,1.0,sk_6352,0,Neutral
02/Jun/2019,swamiye saranamayyappa Save Tradition savehindus May good sense prevail the Supreme court judge,2.0,1.0,ravee011,1,Positive
02/Jun/2019,While the review petition argument are being heard now let pray Swamiye Saranam Ayyappa Save Tradition,1.0,0.0,radhakrishmenon,1,Positive
02/Jun/2019,boy only school nIs discrimination against woman woman collage nIs discrimination against boy nNo,9.0,8.0,Oduday1,0,Neutral
02/Jun/2019,The most important argument opinion Save Tradition sabarimalatemple,1.0,2.0,ParashuRama_108,1,Positive
02/Jun/2019,did you coach Singhvi before the argument started today nOr maybe watched all your talk YouT,0.0,0.0,ParashuRama_108,-1,Negative
02/Jun/2019,begin hearing verdict review petition Review Temple,1.0,0.0,pennewstweet,1,Positive
02/Jun/2019,though against your dynastic association and policy thankyou for advocating for sabarimala,1.0,0.0,sk_6352,0,Neutral
02/Jun/2019,The reason why our secular court find difficult reconcile with Hinduism not defined religion,5.0,1.0,bulletmanV,-1,Negative
02/Jun/2019,this for Hindu Vote Bank Kerala fighting for Save Tradition Congress,0.0,0.0,DarshitM86,1,Positive
02/Jun/2019,Now Devasom Board lawyer object Abhishek Manu Singhvi representing Prayar Gopalakrishnan and Now,39.0,42.0,Sk_nairR,0,Neutral
02/Jun/2019,Save Tradition Singhvi behalf Prayar Totally different line today right this,69.0,25.0,surnell,1,Positive
02/Jun/2019,Things looking positive Save Tradition Savesabarimala,4.0,1.0,anuragconnect,1,Positive
02/Jun/2019,Save Tradition Adv Parasaran concludes for NSS Tantri Adv presenting now SwamiSharanam,19.0,3.0,surnell,1,Positive
02/Jun/2019,and will not accept any breach faith and tradition Lord Ayyappa,1.0,0.0,Sk_nairR,1,Positive
02/Jun/2019,Save Tradition Googly from Adv Parasaran Untouchability argument SwamiSharanam,22.0,3.0,surnell,1,Positive
02/Jun/2019,Save Tradition petition under consideration nReview Petitions Writ Petitions and Transfer Petitions,16.0,6.0,surnell,1,Positive
02/Jun/2019,Save Tradition Basic flaw limited knowledge treating our temple public place NOT,221.0,91.0,surnell,1,Positive
02/Jun/2019,Save Tradition CJI want the petitioner limit citing the flaw the earlier judgement this stage SwamiSharanam,8.0,2.0,surnell,1,Positive
02/Jun/2019,Save Tradition begin Swamiye Sharanamayyappa Currently considering the earlier September,17.0,5.0,surnell,1,Positive
02/Jun/2019,God own land ha become devil land savesabarimalatradition first Then automatically people,3.0,0.0,drsudeshna246,-1,Negative
02/Jun/2019,Save Tradition All set,9.0,4.0,surnell,1,Positive
02/Jun/2019,Best wish amp prayer,66.0,19.0,ShashiGangadhar,1,Positive
02/Jun/2019,pls something right savesabarimalatradition,0.0,0.0,Jaishan16531737,1,Positive
02/Jun/2019,Today big day for Ayyapppa Devotees will consider all petition Let pray nSwami Saranam,5.0,1.0,dhanyarajkhs,1,Positive
02/Jun/2019,hour for Supreme Court Battle for savesabarimala Pls pray for savesabarimalatradition,120.0,23.0,RahulEaswar,1,Positive
02/Jun/2019,Today big day for Ayyapppa Devotees will consider all petition Let pray nSwami Saranam,0.0,0.0,prasanthkr1989,1,Positive
02/Jun/2019,Today big day for Ayyapppa Devotees will consider all petition Let pray nSwami Saranam,0.0,2.0,PrasanthSivan10,1,Positive
02/Jun/2019,Save Tradition Review Petitions and all other petition today,13.0,13.0,surnell,1,Positive
02/May/2019,this that same fellow who wa commenting Lord Ayyappa Save Tradition boycottprakashraj,6.0,0.0,asokmallelil,1,Positive
02/May/2019,Save Tradition quite nervous about impending hearing review petition issue amp,0.0,1.0,naglv,1,Positive
02/May/2019,Save Tradition Pray Hindus amp Hindu lawyer Delhi show good Numbers,0.0,0.0,sadanjan,1,Positive
02/May/2019,Tomorrow big day for Ayyapppa Devotees will consider all petition Let pray nSwami Saranam,5.0,3.0,jineesh_blr,1,Positive
02/May/2019,Save Tradition,1.0,1.0,sadanjan,1,Positive
02/May/2019,Save Tradition,0.0,0.0,sadanjan,1,Positive
02/May/2019,Save Tradition,0.0,0.0,sadanjan,1,Positive
02/May/2019,The supreme court India ha time and again proved biased self the nation wonder who backing these,2.0,0.0,_CappedCrusader,1,Positive
02/May/2019,Save Tradition Karma Sudhakaran who ha been abusing and Tantri Ambalapuzha Court,29.0,17.0,surnell,1,Positive
02/May/2019,Save Tradition when one hears that the govt actually lied about the number woman who,3.0,1.0,GEETAMENON3,1,Positive
02/May/2019,Aahaa Expected nThe same person who said Ayyappa not God seen praying Church the issue only wit,18.0,15.0,jineesh_blr,-1,Negative
02/Apr/2019,You are not using the right tag mple you should have posted with Save Tradition,0.0,0.0,infinitesriram,1,Positive
02/Apr/2019,Thank you BBC for the interview savesabarimala BBC journalist from London Delhi home cover Pra,26.0,6.0,RahulEaswar,1,Positive
02/Apr/2019,Save Tradition According this report the two Nastyvists who allegedly desecrated did not,204.0,141.0,surnell,1,Positive
02/Apr/2019,Save Tradition Why are everyone your Government and establishment bluffing,9.0,9.0,surnell,1,Positive
02/Apr/2019,Save Tradition they bluffed twice the court They revised the list which also appa,53.0,34.0,surnell,1,Positive
02/Mar/2019,You too Save Save Tradition Nammaooruzero ammaooruhero,0.0,0.0,ohmtweets,1,Positive
02/Mar/2019,Look who had waded into the temple issue now did you understand the specific issue,2.0,0.0,SBhartrhari,0,Neutral
02/Feb/2019,Save Tradition this true Can someone confirm and provide more detail nGot this via cror,23.0,36.0,surnell,1,Positive
02/Jan/2019,Must watch savesabarimala savesabarimalatradition,0.0,0.0,ShriVBasu,0,Neutral
